# Glueball mass ratios relative to 0++
# Taken from https://arxiv.org/pdf/2106.00364.pdf, Table 44.
N	0++		2++		0-+		1+-		2-+		3+-		3++		1--		2--		3--		2+-		0+-
2	1.00	1.41	1.59	0.00	1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	1.00	1.44	1.55	1.78	1.86	2.14	2.26	2.44	2.37	0.00	2.62	0.00
4	1.00	1.45	1.53	1.82	1.89	2.15	0.00	2.32	2.38	0.00	2.70	0.00
5	1.00	1.49	1.53	1.87	1.96	2.26	2.31	2.41	2.53	0.00	2.69	0.00
6	1.00	1.51	1.60	1.88	1.98	2.28	0.00	2.39	0.00	0.00	2.85	0.00
8	1.00	1.50	1.53	1.87	1.95	2.26	0.00	2.29	2.51	0.00	2.75	0.00
10	1.00	1.48	1.56	1.86	1.94	2.27	2.30	2.34	2.50	0.00	2.78	0.00
12	1.00	1.47	1.49	1.82	1.92	2.19	0.00	2.38	2.54	0.00	2.70	0.00
